2023-09-26 22:57:40,716 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:57:40,718 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 22:57:40,720 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:57:40,721 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 22:57:40,732 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:57:40,733 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 22:57:40,734 [Worker-21] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:57:40,734 [Worker-21] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 22:57:59,387 [Worker-14] INFO  o.e.m.i.launch.MavenLaunchDelegate - C:\java_backend\spring\springcore
2023-09-26 22:57:59,388 [Worker-14] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn -B install
2023-09-26 22:58:01,719 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:58:01,720 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 22:58:01,721 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:58:01,722 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 23:00:26,897 [Worker-5] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.infinite.maven:Maven1:0.0.1-SNAPSHOT @ C:\java_backend\spring\Maven1\pom.xml.
2023-09-26 23:00:27,152 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Maven1/src/main/java
2023-09-26 23:00:27,152 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /Maven1/src/main/resources
2023-09-26 23:00:27,153 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Maven1/src/test/java
2023-09-26 23:00:27,153 [Worker-5] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /Maven1/src/test/resources
2023-09-26 23:00:27,527 [Worker-11] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 23:00:27,530 [Worker-11] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 23:00:27,531 [Worker-11] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 23:00:27,532 [Worker-11] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 23:03:03,588 [Worker-11] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.infinite.spring2:Spring:0.0.1-SNAPSHOT @ C:\java_backend\spring\Spring\pom.xml.
2023-09-26 23:03:03,677 [Worker-11] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /Spring/src/main/java
2023-09-26 23:03:03,677 [Worker-11] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /Spring/src/main/resources
